LOCATION,INDICATOR,TIME,VALUE
OECD,QGDP,1974-Q2,0.463737926
OECD,QGDP,1974-Q3,0.021197433
OECD,QGDP,1974-Q4,-0.610964568
OECD,QGDP,1975-Q1,-0.518828592
OECD,QGDP,1975-Q2,0.534131064
OECD,QGDP,1975-Q3,1.097341396
OECD,QGDP,1975-Q4,1.371549719
OECD,QGDP,1976-Q1,1.637674476
OECD,QGDP,1976-Q2,1.024552351
OECD,QGDP,1976-Q3,0.885912448
OECD,QGDP,1976-Q4,0.951076405
OECD,QGDP,1977-Q1,0.909733931
OECD,QGDP,1977-Q2,0.871941082
OECD,QGDP,1977-Q3,0.921335793
OECD,QGDP,1977-Q4,0.817012699
OECD,QGDP,1978-Q1,0.806599839
OECD,QGDP,1978-Q2,1.978439022
OECD,QGDP,1978-Q3,0.902483394
OECD,QGDP,1978-Q4,1.316692376
OECD,QGDP,1979-Q1,0.585998787
OECD,QGDP,1979-Q2,1.230632756
OECD,QGDP,1979-Q3,0.482745809
OECD,QGDP,1979-Q4,0.67965583
OECD,QGDP,1980-Q1,0.579767777
OECD,QGDP,1980-Q2,-1.055338717
OECD,QGDP,1980-Q3,0.289950899
OECD,QGDP,1980-Q4,1.163327909
OECD,QGDP,1981-Q1,1.053842926
OECD,QGDP,1981-Q2,0.215616626
OECD,QGDP,1981-Q3,0.641843209
OECD,QGDP,1981-Q4,-0.063086405
OECD,QGDP,1982-Q1,-0.289373764
OECD,QGDP,1982-Q2,0.25053534
OECD,QGDP,1982-Q3,-0.15023053
OECD,QGDP,1982-Q4,0.202449553
OECD,QGDP,1983-Q1,0.805881584
OECD,QGDP,1983-Q2,1.103623716
OECD,QGDP,1983-Q3,1.319676118
OECD,QGDP,1983-Q4,1.433656397
OECD,QGDP,1984-Q1,1.44736994
OECD,QGDP,1984-Q2,0.670769963
OECD,QGDP,1984-Q3,1.215256998
OECD,QGDP,1984-Q4,0.643400311
OECD,QGDP,1985-Q1,0.972902849
OECD,QGDP,1985-Q2,1.07270972
OECD,QGDP,1985-Q3,1.160708232
OECD,QGDP,1985-Q4,0.822699878
OECD,QGDP,1986-Q1,0.44149497
OECD,QGDP,1986-Q2,0.63963957
OECD,QGDP,1986-Q3,0.675514317
OECD,QGDP,1986-Q4,0.614599904
OECD,QGDP,1987-Q1,0.324430721
OECD,QGDP,1987-Q2,1.634837785
OECD,QGDP,1987-Q3,1.107934071
OECD,QGDP,1987-Q4,1.822448442
OECD,QGDP,1988-Q1,0.835353099
OECD,QGDP,1988-Q2,0.699513512
OECD,QGDP,1988-Q3,1.062976575
OECD,QGDP,1988-Q4,1.172235154
OECD,QGDP,1989-Q1,1.226854913
OECD,QGDP,1989-Q2,0.389526309
OECD,QGDP,1989-Q3,0.985990317
OECD,QGDP,1989-Q4,0.971868035
OECD,QGDP,1990-Q1,0.950876904
OECD,QGDP,1990-Q2,0.919896913
OECD,QGDP,1990-Q3,0.371048357
OECD,QGDP,1990-Q4,0.252043619
OECD,QGDP,1991-Q1,0.118227346
OECD,QGDP,1991-Q2,0.579069014
OECD,QGDP,1991-Q3,0.289433217
OECD,QGDP,1991-Q4,0.637873452
OECD,QGDP,1992-Q1,0.872281681
OECD,QGDP,1992-Q2,0.296817251
OECD,QGDP,1992-Q3,0.505876596
OECD,QGDP,1992-Q4,0.262254168
OECD,QGDP,1993-Q1,0.217193994
OECD,QGDP,1993-Q2,0.425788607
OECD,QGDP,1993-Q3,0.391603855
OECD,QGDP,1993-Q4,0.87050021
OECD,QGDP,1994-Q1,0.946652344
OECD,QGDP,1994-Q2,0.550980382
OECD,QGDP,1994-Q3,0.8977477
OECD,QGDP,1994-Q4,0.9674917
OECD,QGDP,1995-Q1,0.384229798
OECD,QGDP,1995-Q2,0.363241774
OECD,QGDP,1995-Q3,0.852287266
OECD,QGDP,1995-Q4,0.561491468
OECD,QGDP,1996-Q1,0.726647944
OECD,QGDP,1996-Q2,1.135771022
OECD,QGDP,1996-Q3,0.740810336
OECD,QGDP,1996-Q4,0.975079424
OECD,QGDP,1997-Q1,0.622872543
OECD,QGDP,1997-Q2,1.276894374
OECD,QGDP,1997-Q3,0.90234825
OECD,QGDP,1997-Q4,0.930895913
OECD,QGDP,1998-Q1,0.417240626
OECD,QGDP,1998-Q2,0.468619078
OECD,QGDP,1998-Q3,0.715146174
OECD,QGDP,1998-Q4,0.849017348
OECD,QGDP,1999-Q1,0.632232744
OECD,QGDP,1999-Q2,0.740549414
OECD,QGDP,1999-Q3,1.165217108
OECD,QGDP,1999-Q4,1.33006274
OECD,QGDP,2000-Q1,0.99294117
OECD,QGDP,2000-Q2,1.260438958
OECD,QGDP,2000-Q3,0.470368573
OECD,QGDP,2000-Q4,0.584275739
OECD,QGDP,2001-Q1,0.258712248
OECD,QGDP,2001-Q2,0.144783885
OECD,QGDP,2001-Q3,-0.085015244
OECD,QGDP,2001-Q4,0.185381127
OECD,QGDP,2002-Q1,0.551556507
OECD,QGDP,2002-Q2,0.80253493
OECD,QGDP,2002-Q3,0.513391587
OECD,QGDP,2002-Q4,0.326489029
OECD,QGDP,2003-Q1,0.199801412
OECD,QGDP,2003-Q2,0.517919889
OECD,QGDP,2003-Q3,1.047695455
OECD,QGDP,2003-Q4,1.07058786
OECD,QGDP,2004-Q1,0.772276547
OECD,QGDP,2004-Q2,0.702158122
OECD,QGDP,2004-Q3,0.604300398
OECD,QGDP,2004-Q4,0.686184398
OECD,QGDP,2005-Q1,0.753277524
OECD,QGDP,2005-Q2,0.666648222
OECD,QGDP,2005-Q3,0.902137324
OECD,QGDP,2005-Q4,0.76008017
OECD,QGDP,2006-Q1,1.031134972
OECD,QGDP,2006-Q2,0.681075297
OECD,QGDP,2006-Q3,0.371216455
OECD,QGDP,2006-Q4,0.975937567
OECD,QGDP,2007-Q1,0.679820996
OECD,QGDP,2007-Q2,0.651733721
OECD,QGDP,2007-Q3,0.519126856
OECD,QGDP,2007-Q4,0.70048209
OECD,QGDP,2008-Q1,0.190303301
OECD,QGDP,2008-Q2,0.019375509
OECD,QGDP,2008-Q3,-0.503516051
OECD,QGDP,2008-Q4,-1.99298465
OECD,QGDP,2009-Q1,-2.315156186
OECD,QGDP,2009-Q2,0.197511667
OECD,QGDP,2009-Q3,0.582381487
OECD,QGDP,2009-Q4,0.901599074
OECD,QGDP,2010-Q1,0.60166567
OECD,QGDP,2010-Q2,1.105193188
OECD,QGDP,2010-Q3,0.852293581
OECD,QGDP,2010-Q4,0.569531598
OECD,QGDP,2011-Q1,0.279169637
OECD,QGDP,2011-Q2,0.378683121
OECD,QGDP,2011-Q3,0.591340126
OECD,QGDP,2011-Q4,0.429425245
OECD,QGDP,2012-Q1,0.480866115
OECD,QGDP,2012-Q2,0.142375593
OECD,QGDP,2012-Q3,0.177459189
OECD,QGDP,2012-Q4,0.039960109
OECD,QGDP,2013-Q1,0.581979816
OECD,QGDP,2013-Q2,0.540324282
OECD,QGDP,2013-Q3,0.715258717
OECD,QGDP,2013-Q4,0.486070355
OECD,QGDP,2014-Q1,0.35761356
OECD,QGDP,2014-Q2,0.484965563
OECD,QGDP,2014-Q3,0.773900179
OECD,QGDP,2014-Q4,0.55272469
OECD,QGDP,2015-Q1,0.815999486
OECD,QGDP,2015-Q2,0.550192807
OECD,QGDP,2015-Q3,0.531908478
OECD,QGDP,2015-Q4,0.30797206
OECD,QGDP,2016-Q1,0.543938055
OECD,QGDP,2016-Q2,0.3661668
OECD,QGDP,2016-Q3,0.394379558
OECD,QGDP,2016-Q4,0.811246166
OECD,QGDP,2017-Q1,0.643305928
OECD,QGDP,2017-Q2,0.728235088
OECD,QGDP,2017-Q3,0.728888987
OECD,QGDP,2017-Q4,0.790812512
OECD,QGDP,2018-Q1,0.575202054
OECD,QGDP,2018-Q2,0.63815378
OECD,QGDP,2018-Q3,0.215067375
OECD,QGDP,2018-Q4,0.201914847
OECD,QGDP,2019-Q1,0.625042326
OECD,QGDP,2019-Q2,0.587902174
OECD,QGDP,2019-Q3,0.461170625
OECD,QGDP,2019-Q4,-0.005775116
OECD,QGDP,2020-Q1,-1.711141463
OECD,QGDP,2020-Q2,-10.44989806
OECD,QGDP,2020-Q3,9.430564039
OECD,QGDP,2020-Q4,1.018022799
OECD,QGDP,2021-Q1,0.773014905
OECD,QGDP,2021-Q2,1.713196183
OECD,QGDP,2021-Q3,1.121929838
OECD,QGDP,2021-Q4,1.2
RUS,QGDP,2003-Q2,1.115436542
RUS,QGDP,2003-Q3,1.688167184
RUS,QGDP,2003-Q4,1.823818769
RUS,QGDP,2004-Q1,1.878666931
RUS,QGDP,2004-Q2,1.927184041
RUS,QGDP,2004-Q3,1.514535194
RUS,QGDP,2004-Q4,1.118170784
RUS,QGDP,2005-Q1,1.748082059
RUS,QGDP,2005-Q2,1.522295172
RUS,QGDP,2005-Q3,1.762204946
RUS,QGDP,2005-Q4,2.062840474
RUS,QGDP,2006-Q1,1.930605205
RUS,QGDP,2006-Q2,1.925103954
RUS,QGDP,2006-Q3,2.296129166
RUS,QGDP,2006-Q4,1.899240513
RUS,QGDP,2007-Q1,1.813650933
RUS,QGDP,2007-Q2,2.52379819
RUS,QGDP,2007-Q3,2.20511038
RUS,QGDP,2007-Q4,3.193832161
RUS,QGDP,2008-Q1,2.653171822
RUS,QGDP,2008-Q2,0.621602394
RUS,QGDP,2008-Q3,-1.490668597
RUS,QGDP,2008-Q4,-3.252211484
RUS,QGDP,2009-Q1,-3.526981758
RUS,QGDP,2009-Q2,-1.458860781
RUS,QGDP,2009-Q3,0.410425161
RUS,QGDP,2009-Q4,1.081708456
RUS,QGDP,2010-Q1,2.138462021
RUS,QGDP,2010-Q2,0.950099062
RUS,QGDP,2010-Q3,0.523512525
RUS,QGDP,2010-Q4,1.25698003
RUS,QGDP,2011-Q1,1.155158313
RUS,QGDP,2011-Q2,0.947690943
RUS,QGDP,2011-Q3,1.151337174
RUS,QGDP,2011-Q4,1.207682223
RUS,QGDP,2012-Q1,1.570296481
RUS,QGDP,2012-Q2,0.387073923
RUS,QGDP,2012-Q3,0.516147564
RUS,QGDP,2012-Q4,0.067384631
RUS,QGDP,2013-Q1,0.740663422
RUS,QGDP,2013-Q2,0.340510666
RUS,QGDP,2013-Q3,0.040528552
RUS,QGDP,2013-Q4,0.577354817
RUS,QGDP,2014-Q1,-0.007460833
RUS,QGDP,2014-Q2,0.4816152
RUS,QGDP,2014-Q3,-0.318118911
RUS,QGDP,2014-Q4,-0.235289925
RUS,QGDP,2015-Q1,-1.017222508
RUS,QGDP,2015-Q2,-0.669807617
RUS,QGDP,2015-Q3,0.193525875
RUS,QGDP,2015-Q4,-0.257791317
RUS,QGDP,2016-Q1,0.190057524
RUS,QGDP,2016-Q2,0.053848741
RUS,QGDP,2016-Q3,0.100716464
RUS,QGDP,2016-Q4,0.825105938
RUS,QGDP,2017-Q1,0.201684982
RUS,QGDP,2017-Q2,0.690456285
RUS,QGDP,2017-Q3,0.679484492
RUS,QGDP,2017-Q4,0.020994643
RUS,QGDP,2018-Q1,1.356032191
RUS,QGDP,2018-Q2,0.55794654
RUS,QGDP,2018-Q3,0.241368821
RUS,QGDP,2018-Q4,0.663966548
RUS,QGDP,2019-Q1,-0.038077851
RUS,QGDP,2019-Q2,2.261719554
RUS,QGDP,2019-Q3,-0.978355601
RUS,QGDP,2019-Q4,-0.452487734
RUS,QGDP,2020-Q1,-0.196323318
RUS,QGDP,2020-Q2,-4.485002074
RUS,QGDP,2020-Q3,2.7780786
RUS,QGDP,2020-Q4,0.739743224
RUS,QGDP,2021-Q1,0.680789326
RUS,QGDP,2021-Q2,3.190933741
RUS,QGDP,2021-Q3,-0.794505895
USA,QGDP,1970-Q2,0.141930001
USA,QGDP,1970-Q3,0.92155083
USA,QGDP,1970-Q4,-1.071638106
USA,QGDP,1971-Q1,2.715992789
USA,QGDP,1971-Q2,0.54112008
USA,QGDP,1971-Q3,0.822967085
USA,QGDP,1971-Q4,0.235783839
USA,QGDP,1972-Q1,1.838958884
USA,QGDP,1972-Q2,2.269772354
USA,QGDP,1972-Q3,0.944381888
USA,QGDP,1972-Q4,1.674458738
USA,QGDP,1973-Q1,2.474806377
USA,QGDP,1973-Q2,1.08866253
USA,QGDP,1973-Q3,-0.525898536
USA,QGDP,1973-Q4,0.949216043
USA,QGDP,1974-Q1,-0.859772574
USA,QGDP,1974-Q2,0.237683227
USA,QGDP,1974-Q3,-0.945142778
USA,QGDP,1974-Q4,-0.388140783
USA,QGDP,1975-Q1,-1.217285876
USA,QGDP,1975-Q2,0.714536216
USA,QGDP,1975-Q3,1.711651967
USA,QGDP,1975-Q4,1.346524152
USA,QGDP,1976-Q1,2.248760121
USA,QGDP,1976-Q2,0.733700577
USA,QGDP,1976-Q3,0.548705764
USA,QGDP,1976-Q4,0.724850978
USA,QGDP,1977-Q1,1.181483598
USA,QGDP,1977-Q2,1.944113078
USA,QGDP,1977-Q3,1.804355899
USA,QGDP,1977-Q4,0.002185772
USA,QGDP,1978-Q1,0.319163241
USA,QGDP,1978-Q2,3.864270188
USA,QGDP,1978-Q3,1.005517127
USA,QGDP,1978-Q4,1.344143064
USA,QGDP,1979-Q1,0.179787288
USA,QGDP,1979-Q2,0.106919831
USA,QGDP,1979-Q3,0.742871468
USA,QGDP,1979-Q4,0.250075034
USA,QGDP,1980-Q1,0.314519076
USA,QGDP,1980-Q2,-2.060472164
USA,QGDP,1980-Q3,-0.118847117
USA,QGDP,1980-Q4,1.864925605
USA,QGDP,1981-Q1,1.959429461
USA,QGDP,1981-Q2,-0.741063613
USA,QGDP,1981-Q3,1.19752521
USA,QGDP,1981-Q4,-1.089564087
USA,QGDP,1982-Q1,-1.553544479
USA,QGDP,1982-Q2,0.456198515
USA,QGDP,1982-Q3,-0.382299274
USA,QGDP,1982-Q4,0.039946274
USA,QGDP,1983-Q1,1.317847576
USA,QGDP,1983-Q2,2.275612439
USA,QGDP,1983-Q3,1.999064294
USA,QGDP,1983-Q4,2.086217479
USA,QGDP,1984-Q1,1.954770289
USA,QGDP,1984-Q2,1.727792663
USA,QGDP,1984-Q3,0.964063628
USA,QGDP,1984-Q4,0.820857146
USA,QGDP,1985-Q1,0.969072301
USA,QGDP,1985-Q2,0.880466353
USA,QGDP,1985-Q3,1.527121263
USA,QGDP,1985-Q4,0.743327344
USA,QGDP,1986-Q1,0.933524708
USA,QGDP,1986-Q2,0.450377363
USA,QGDP,1986-Q3,0.956992886
USA,QGDP,1986-Q4,0.536985718
USA,QGDP,1987-Q1,0.74501963
USA,QGDP,1987-Q2,1.078842316
USA,QGDP,1987-Q3,0.867566856
USA,QGDP,1987-Q4,1.717036096
USA,QGDP,1988-Q1,0.516654167
USA,QGDP,1988-Q2,1.313900617
USA,QGDP,1988-Q3,0.585928314
USA,QGDP,1988-Q4,1.332500553
USA,QGDP,1989-Q1,1.016597674
USA,QGDP,1989-Q2,0.763265657
USA,QGDP,1989-Q3,0.740876994
USA,QGDP,1989-Q4,0.197050974
USA,QGDP,1990-Q1,1.092795416
USA,QGDP,1990-Q2,0.36291179
USA,QGDP,1990-Q3,0.066512432
USA,QGDP,1990-Q4,-0.910394541
USA,QGDP,1991-Q1,-0.467867584
USA,QGDP,1991-Q2,0.779718038
USA,QGDP,1991-Q3,0.505338431
USA,QGDP,1991-Q4,0.348563902
USA,QGDP,1992-Q1,1.197157574
USA,QGDP,1992-Q2,1.084320604
USA,QGDP,1992-Q3,0.988107189
USA,QGDP,1992-Q4,1.042879871
USA,QGDP,1993-Q1,0.166979092
USA,QGDP,1993-Q2,0.582113453
USA,QGDP,1993-Q3,0.477156587
USA,QGDP,1993-Q4,1.36007556
USA,QGDP,1994-Q1,0.97031284
USA,QGDP,1994-Q2,1.355099752
USA,QGDP,1994-Q3,0.584536016
USA,QGDP,1994-Q4,1.145518265
USA,QGDP,1995-Q1,0.35469547
USA,QGDP,1995-Q2,0.298305699
USA,QGDP,1995-Q3,0.850664868
USA,QGDP,1995-Q4,0.679036536
USA,QGDP,1996-Q1,0.748971329
USA,QGDP,1996-Q2,1.667883947
USA,QGDP,1996-Q3,0.897010936
USA,QGDP,1996-Q4,1.038397649
USA,QGDP,1997-Q1,0.645560777
USA,QGDP,1997-Q2,1.661978105
USA,QGDP,1997-Q3,1.250778573
USA,QGDP,1997-Q4,0.858743563
USA,QGDP,1998-Q1,0.999375401
USA,QGDP,1998-Q2,0.925820507
USA,QGDP,1998-Q3,1.252764553
USA,QGDP,1998-Q4,1.616190702
USA,QGDP,1999-Q1,0.943826615
USA,QGDP,1999-Q2,0.83500003
USA,QGDP,1999-Q3,1.323027026
USA,QGDP,1999-Q4,1.642779005
USA,QGDP,2000-Q1,0.364447361
USA,QGDP,2000-Q2,1.820583008
USA,QGDP,2000-Q3,0.099774128
USA,QGDP,2000-Q4,0.594361755
USA,QGDP,2001-Q1,-0.324221003
USA,QGDP,2001-Q2,0.621389215
USA,QGDP,2001-Q3,-0.400349016
USA,QGDP,2001-Q4,0.277314358
USA,QGDP,2002-Q1,0.828227216
USA,QGDP,2002-Q2,0.615502456
USA,QGDP,2002-Q3,0.403528704
USA,QGDP,2002-Q4,0.130655767
USA,QGDP,2003-Q1,0.516723187
USA,QGDP,2003-Q2,0.893377801
USA,QGDP,2003-Q3,1.66689627
USA,QGDP,2003-Q4,1.154045728
USA,QGDP,2004-Q1,0.572916486
USA,QGDP,2004-Q2,0.778738758
USA,QGDP,2004-Q3,0.941247225
USA,QGDP,2004-Q4,1.022027369
USA,QGDP,2005-Q1,1.110882508
USA,QGDP,2005-Q2,0.486604478
USA,QGDP,2005-Q3,0.78562198
USA,QGDP,2005-Q4,0.567928238
USA,QGDP,2006-Q1,1.34866612
USA,QGDP,2006-Q2,0.245583731
USA,QGDP,2006-Q3,0.150456188
USA,QGDP,2006-Q4,0.843711696
USA,QGDP,2007-Q1,0.293598861
USA,QGDP,2007-Q2,0.63843453
USA,QGDP,2007-Q3,0.602306657
USA,QGDP,2007-Q4,0.609644003
USA,QGDP,2008-Q1,-0.407429474
USA,QGDP,2008-Q2,0.572295345
USA,QGDP,2008-Q3,-0.526892902
USA,QGDP,2008-Q4,-2.183097148
USA,QGDP,2009-Q1,-1.165722531
USA,QGDP,2009-Q2,-0.169238139
USA,QGDP,2009-Q3,0.361929991
USA,QGDP,2009-Q4,1.06796195
USA,QGDP,2010-Q1,0.500053481
USA,QGDP,2010-Q2,0.967704639
USA,QGDP,2010-Q3,0.77314415
USA,QGDP,2010-Q4,0.519595159
USA,QGDP,2011-Q1,-0.240916068
USA,QGDP,2011-Q2,0.678050751
USA,QGDP,2011-Q3,-0.038767163
USA,QGDP,2011-Q4,1.121678183
USA,QGDP,2012-Q1,0.817922845
USA,QGDP,2012-Q2,0.455859987
USA,QGDP,2012-Q3,0.174882978
USA,QGDP,2012-Q4,0.109838067
USA,QGDP,2013-Q1,0.867789548
USA,QGDP,2013-Q2,0.13938522
USA,QGDP,2013-Q3,0.791653411
USA,QGDP,2013-Q4,0.711171002
USA,QGDP,2014-Q1,-0.350109737
USA,QGDP,2014-Q2,1.284128907
USA,QGDP,2014-Q3,1.164961644
USA,QGDP,2014-Q4,0.448993402
USA,QGDP,2015-Q1,0.813313626
USA,QGDP,2015-Q2,0.580001432
USA,QGDP,2015-Q3,0.323372673
USA,QGDP,2015-Q4,0.146234347
USA,QGDP,2016-Q1,0.589179869
USA,QGDP,2016-Q2,0.302388807
USA,QGDP,2016-Q3,0.601115379
USA,QGDP,2016-Q4,0.496888796
USA,QGDP,2017-Q1,0.471931042
USA,QGDP,2017-Q2,0.559764823
USA,QGDP,2017-Q3,0.719149991
USA,QGDP,2017-Q4,0.940399838
USA,QGDP,2018-Q1,0.762854036
USA,QGDP,2018-Q2,0.833910909
USA,QGDP,2018-Q3,0.481952559
USA,QGDP,2018-Q4,0.223141835
USA,QGDP,2019-Q1,0.59779029
USA,QGDP,2019-Q2,0.792924408
USA,QGDP,2019-Q3,0.685498791
USA,QGDP,2019-Q4,0.469097618
USA,QGDP,2020-Q1,-1.303582746
USA,QGDP,2020-Q2,-8.937250501
USA,QGDP,2020-Q3,7.547534636
USA,QGDP,2020-Q4,1.115276766
USA,QGDP,2021-Q1,1.533889627
USA,QGDP,2021-Q2,1.64074654
USA,QGDP,2021-Q3,0.570948111
USA,QGDP,2021-Q4,1.679094392
